audio,text,description
/home/jupyter-koustav/fine_tuning/test_1/1616366247253366320.wav,it also attacked anything that entered the water even a giant dinosaur such as t rex would be no match for it,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/10894616243452123700.wav,a well rounded athlete the tiger can climb though not well swim leap great distances and pull with five times the force of a strong human,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/1277588711703410007.wav,a well rounded athlete the tiger can climb though not well swim leap great distances and pull with five times the force of a strong human,A male speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/17722393517246760407.wav,he was greeted by singapore's deputy prime minister wong kan seng and discussed trade and terrorism issues with the singapore prime minister lee hsien loong,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/15094027080386890060.wav,he was greeted by singapore's deputy prime minister wong kan seng and discussed trade and terrorism issues with the singapore prime minister lee hsien loong,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/2424735714200189273.wav,still take advice from authorities obey all signs and pay close attention to safety warnings,A male speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/4257743601527484794.wav,still take advice from authorities obey all signs and pay close attention to safety warnings,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/6824515440136565318.wav,field trips are a large part of any classroom quite often a teacher would love to take her students places to which a bus trip is not an option,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/6620866315580544260.wav,some atoms have unstable nuclei which means that they tend to break apart with little or no nudging,A male speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/4312337355143990691.wav,some atoms have unstable nuclei which means that they tend to break apart with little or no nudging,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/11559094331412401332.wav,hydrogen ions are protons that had their electrons stripped off them since hydrogen atoms consist of one proton and one electron,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/4171508807010088989.wav,hydrogen ions are protons that had their electrons stripped off them since hydrogen atoms consist of one proton and one electron,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/11483786862560523973.wav,to the north and within easy reach is the romantic and fascinating town of sintra and which was made famous to foreigners after a glowing account of its splendours recorded by lord byron,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/10167324587744183095.wav,to the north and within easy reach is the romantic and fascinating town of sintra and which was made famous to foreigners after a glowing account of its splendours recorded by lord byron,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/12725120105000747485.wav,the announcement was made after trump had a phone conversation with turkish president recep tayyip erdoğan,A male speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/4638707534646618403.wav,the announcement was made after trump had a phone conversation with turkish president recep tayyip erdoğan,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/1361225517388701679.wav,scotturb bus 403 travels regularly to sintra stopping at cabo da roca,A male speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/14396239747345303015.wav,scotturb bus 403 travels regularly to sintra stopping at cabo da roca,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/7378917572989533960.wav,alloys are basically a mixture of two or more metals don't forget that there are many elements on the periodic table,A male speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/10614481583312370701.wav,alloys are basically a mixture of two or more metals don't forget that there are many elements on the periodic table,A male speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/1559267283424963143.wav,blogging is a tool that inspires collaboration and encourages students to extend learning well beyond the traditional school day,A male speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/77041922762474361.wav,blogging is a tool that inspires collaboration and encourages students to extend learning well beyond the traditional school day,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/17629209318705923135.wav,there are of course christian theological explanations for this tradition but it may well be a pre-christian spring and fertility ritual,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/3208417939957005389.wav,there are of course christian theological explanations for this tradition but it may well be a pre-christian spring and fertility ritual,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/13875708868701082683.wav,you may also wish to consult the advice of governments other than your own but their advice is designed for their citizens,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/9100750275960890476.wav,you may also wish to consult the advice of governments other than your own but their advice is designed for their citizens,A male speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/1003119935936341070.wav,however due to the slow communication channels styles in the west could lag behind by 25 to 30 year,A male speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/16685618834972658685.wav,however due to the slow communication channels styles in the west could lag behind by 25 to 30 year,A male speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/2611687111227264759.wav,casablanca is one of the least interesting places to shop in all of morocco,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/9113447011736256545.wav,casablanca is one of the least interesting places to shop in all of morocco,A male speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/8856417737463972790.wav,the service is frequently used by shipping including pleasure craft as well as expeditions who have remote data and voice needs,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/7301728842091889171.wav,the service is frequently used by shipping including pleasure craft as well as expeditions who have remote data and voice needs,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/5381110210154713971.wav,he was initially hospitalised in the james paget hospital in great yarmouth,A male speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/5482406888941085018.wav,he was initially hospitalised in the james paget hospital in great yarmouth,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/2512265253579641885.wav,they are almost all sandy beaches with safe swimming and most have shade provided by pohutukawa trees,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/4130846879604713113.wav,they are almost all sandy beaches with safe swimming and most have shade provided by pohutukawa trees,A male speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/1830239880893513318.wav,aerosmith have cancelled their remaining concerts on their tour,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/4937589470390171572.wav,aerosmith have cancelled their remaining concerts on their tour,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/9622275213947999273.wav,the job of navies has traditionally been to ensure that your country maintains the ability to move your people and goods while at the same time interfering with your enemy's ability to move his people and goods,A male speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/3039867296204116367.wav,the job of navies has traditionally been to ensure that your country maintains the ability to move your people and goods while at the same time interfering with your enemy's ability to move his people and goods,A male speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/12618421744672029626.wav,beyond wednesday's event carpanedo competed in two individual races at the championships,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/7490665909832439995.wav,beyond wednesday's event carpanedo competed in two individual races at the championships,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/3611463628224454693.wav,nothing can be seen other than the clear beautiful sky above and the many surrounding mountains very little of this world can be seen or heard from inside the cave,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/11670188897888947692.wav,nothing can be seen other than the clear beautiful sky above and the many surrounding mountains very little of this world can be seen or heard from inside the cave,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/7774130357954037687.wav,thus the pencil was a good friend to many people when it came out,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/163369145011818208.wav,"goats seem to have been first domesticated roughly 10,000 years ago in the zagros mountains of iran",A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/11147918080606585533.wav,"goats seem to have been first domesticated roughly 10,000 years ago in the zagros mountains of iran",A male speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/14328961705663130128.wav,california governor arnold schwarzenegger signed into law a bill that bans the sale or rental of violent video games to minors,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/18192639498290469063.wav,california governor arnold schwarzenegger signed into law a bill that bans the sale or rental of violent video games to minors,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/14648010410081654131.wav,do not deface the site by marking or scratching graffiti into structures,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/5922110980503615373.wav,do not deface the site by marking or scratching graffiti into structures,A male speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/16631812927540811343.wav,the number of people present was so large that it was not possible for everybody to gain access to the funeral in st peter's square,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/6620311002113327699.wav,the number of people present was so large that it was not possible for everybody to gain access to the funeral in st peter's square,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/16766787285057438836.wav,barcelona's official languages are catalan and spanish about a half prefer to speak catalan a vast majority understands it and virtually everyone knows spanish,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/997218759918036906.wav,barcelona's official languages are catalan and spanish about a half prefer to speak catalan a vast majority understands it and virtually everyone knows spanish,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/7632932253248030737.wav,it is one of the main attractions of south africa and it is considered the flagship of south african national parks sanparks,A male speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/8613346643514615014.wav,it is one of the main attractions of south africa and it is considered the flagship of south african national parks sanparks,A male speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/8065205721681723081.wav,one bomb exploded outside the governor general's office,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/13345242347208844836.wav,one bomb exploded outside the governor general's office,A male speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/3337787499768294195.wav,be careful not to allow fabric to become too hot which can cause shrinkage or in extreme cases scorch,A male speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/546231163869746473.wav,be careful not to allow fabric to become too hot which can cause shrinkage or in extreme cases scorch,A male speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/14278251866048014426.wav,using ships to transport goods is by far the most efficient way to move large amounts of people and goods across oceans,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/9804762782045252114.wav,the crust is about 70 km thick on the near side and 100 km thick on the far side,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/7233685891059653046.wav,the schengen zone however works somewhat like one country in this respect,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/17289442889985927678.wav,the schengen zone however works somewhat like one country in this respect,A male speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/11318597463051480163.wav,mrs kirchner announced her intention to run for president at the argentine theatre the same location she used to start her 2005 campaign for the senate as member of the buenos aires province delegation,A male speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/2866079421585301198.wav,blogs can also help improve student writing while students often begin their blog experience with sloppy grammar and spelling the presence of an audience generally changes that,A male speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/10938576782105608041.wav,blogs can also help improve student writing while students often begin their blog experience with sloppy grammar and spelling the presence of an audience generally changes that,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/6923678949967639873.wav,the word civilization comes from the latin civilis meaning civil related to the latin civis meaning citizen and civitas meaning city or city-state and that also somehow defines the size of the society,A male speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/2749300928979585932.wav,the word civilization comes from the latin civilis meaning civil related to the latin civis meaning citizen and civitas meaning city or city-state and that also somehow defines the size of the society,A male speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/16327101627424867030.wav,the pyramid sound and light show is one of the most interesting things in the area for kids,A male speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/10903101168349732260.wav,the pyramid sound and light show is one of the most interesting things in the area for kids,A male speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/9924305423057523453.wav,while no one knows for certain who wrote it it is known that early in its life the large parchment document it measures 29¾ inches by 24½ inches was rolled up for storage,A male speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/4439398069046383836.wav,lakkha singh presented the chhappan bhog bhajan as well singer raju khandelwal was accompanying him,A male speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/4060670580459188209.wav,ms is a disease that affects the central nervous system which is made up of the brain the spinal cord and the optic nerve,A male speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/12239464249642485259.wav,ms is a disease that affects the central nervous system which is made up of the brain the spinal cord and the optic nerve,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/7378068468742958430.wav,there may be more maria on the near side because the crust is thinner it was easier for lava to rise up to the surface,A male speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/4807942348083346744.wav,there may be more maria on the near side because the crust is thinner it was easier for lava to rise up to the surface,A male speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/17858903836434412568.wav,more traditional churches often hold an easter vigil on saturday night during the easter weekend with the congregations often breaking into celebration at the stroke of midnight to celebrate christ's resurrection,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/14693330690944350091.wav,between 10:00-11:00 pm mdt a fire was started by the inmates in the yard,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/5164710956485163027.wav,between 10:00-11:00 pm mdt a fire was started by the inmates in the yard,A male speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/8826719964171179660.wav,fellow wrestlers also paid tribute to luna,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/8055381310140725360.wav,fellow wrestlers also paid tribute to luna,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/1038214857203833067.wav,through the night between 150 and 200 copies were made now known as dunlap broadsides,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/15695900311829620190.wav,through the night between 150 and 200 copies were made now known as dunlap broadsides,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/11426556553252626005.wav,the harbor was the site of an infamous naval standoff in 1889 when seven ships from germany the us and britain refused to leave the harbor,A male speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/12921155570472263117.wav,while goma is reasonably safe any visits outside of goma should be researched to understand the state of the fighting that persists in the north kivu province,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/7733319748371867842.wav,while goma is reasonably safe any visits outside of goma should be researched to understand the state of the fighting that persists in the north kivu province,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/16721823661104667622.wav,rip currents are the returning flow from waves breaking off the beach often at a reef or similar,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/8742060069420489184.wav,rip currents are the returning flow from waves breaking off the beach often at a reef or similar,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/6873447881355850328.wav,the surface of the moon is made of rocks and dust the outer layer of the moon is called the crust,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/851494165324091609.wav,the surface of the moon is made of rocks and dust the outer layer of the moon is called the crust,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/5966925948005244453.wav,the photographers later took the place of an aged lady as she needed the lavatory mendoza was gunned down,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/14836289886440749215.wav,the photographers later took the place of an aged lady as she needed the lavatory mendoza was gunned down,A male speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/18348048016606756393.wav,the debate was sparked by controversy over spending on relief and reconstruction in the wake hurricane katrina which some fiscal conservatives have humorously labeled bush's new orleans deal,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/3986128848664857815.wav,if you only go ashore using shipboard excursions you will not need a separate visa as of 2009,A male speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/17029455052229515619.wav,if you only go ashore using shipboard excursions you will not need a separate visa as of 2009,A male speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/9989642899702468851.wav,lions are the most social cats living in large groups called prides,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/6351367445025505944.wav,lions are the most social cats living in large groups called prides,A male speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/384435163157965470.wav,while he was working at the hospital liggins began to investigate premature labor during his spare time,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/1774013444539766052.wav,its renown for being an epicenter of luxury began in about 400 a.d. and lasted up until about 1100 a.d,A male speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/7213249863906599090.wav,its renown for being an epicenter of luxury began in about 400 a.d. and lasted up until about 1100 a.d,A male speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/3364947814969998944.wav,the document according to the leak will refer to the borders dispute which palestine wants based on the borders before the 1967 mideast war,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/6057938296244834632.wav,the document according to the leak will refer to the borders dispute which palestine wants based on the borders before the 1967 mideast war,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/7912552494860461835.wav,the term safari in popular use refers to overland travel to view the stunning african wildlife particularly on savanna,A male speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/1046653381869710616.wav,the term safari in popular use refers to overland travel to view the stunning african wildlife particularly on savanna,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/899317378039624755.wav,first among its 78 recommendations is that a new diplomatic initiative should be taken before the end of this year to secure iraq's borders against hostile interventions and to re-establish diplomatic relations with its neighbors,A male speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/9485750708964169814.wav,first among its 78 recommendations is that a new diplomatic initiative should be taken before the end of this year to secure iraq's borders against hostile interventions and to re-establish diplomatic relations with its neighbors,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/14115239728007650784.wav,on the other hand icy and snowy conditions are normal in many countries and traffic goes on mostly uninterrupted all year round,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/68300966899801601.wav,on the other hand icy and snowy conditions are normal in many countries and traffic goes on mostly uninterrupted all year round,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/10235738076911595987.wav,the hospital has followed protocol for infection control including separating the patient from others to prevent possible infection of others,A male speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/17392214165625498386.wav,the hospital has followed protocol for infection control including separating the patient from others to prevent possible infection of others,A male speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/10411016628242228511.wav,the city is also the base to climb the nyiragongo volcano along with some of the cheapest mountain gorilla tracking in africa,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/14643126700888487830.wav,the city is also the base to climb the nyiragongo volcano along with some of the cheapest mountain gorilla tracking in africa,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/1724953769276277810.wav,these are sometimes-crowded family beaches with a good range of shops lining the shore swimming is safe,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/2074231104398719826.wav,these are sometimes-crowded family beaches with a good range of shops lining the shore swimming is safe,A male speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/13332753177678720249.wav,since the foundation of asunción in 1537 paraguay has managed to keep a lot of its indigenous character and identity,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/3401231636665586110.wav,since the foundation of asunción in 1537 paraguay has managed to keep a lot of its indigenous character and identity,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/7783164194712761839.wav,a civilization is a singular culture shared by a significant large group of people who live and work co-operatively a society,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/1146643745158029931.wav,a civilization is a singular culture shared by a significant large group of people who live and work co-operatively a society,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/16249020005264010985.wav,there is no universal definition for which manufactured items are antiques some tax agencies define goods older than 100 years as antiques,A male speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/4507570726474155114.wav,there is no universal definition for which manufactured items are antiques some tax agencies define goods older than 100 years as antiques,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/13824971935266428986.wav,the same month saw another airliner overrun a runway at mashhad and strike a wall killing seventeen,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/12570605547501325774.wav,the same month saw another airliner overrun a runway at mashhad and strike a wall killing seventeen,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/14572481585322233862.wav,greenland was settled sparsely in the norse sagas they say that erik the red was exiled from iceland for murder and when travelling further west found greenland and named it greenland,A male speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/3100569628927735189.wav,greenland was settled sparsely in the norse sagas they say that erik the red was exiled from iceland for murder and when travelling further west found greenland and named it greenland,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/7975383736177414509.wav,in 1990 it was added to the list of world heritage sites in danger due to the threat of desert sands,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/13245569655363672734.wav,in 1990 it was added to the list of world heritage sites in danger due to the threat of desert sands,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/7497575538636120175.wav,along the same line men are required to wear trousers covering the knees,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/9781076737390802637.wav,along the same line men are required to wear trousers covering the knees,A male speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/8310039609116176436.wav,traffic flow is the study of the movement of individual drivers and vehicles between two points and the interactions they make with one another,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/14210445503617137582.wav,traffic flow is the study of the movement of individual drivers and vehicles between two points and the interactions they make with one another,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/5196260640941390313.wav,but being placed in the high tropics just a few degrees north of equator you will need to deal with both heat always and strong sun when the sky is clear more rarely,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/6774385073956642067.wav,but being placed in the high tropics just a few degrees north of equator you will need to deal with both heat always and strong sun when the sky is clear more rarely,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
/home/jupyter-koustav/fine_tuning/test_1/13297690853135603331.wav,large areas further north are quite sparsely populated and some is nearly uninhabited wilderness,A female speaker speaks clearly in English with a natural tone and moderate pace in a quiet environment.
